label,probability,truth,input
9,0.998202,9,the outstanding that 21 companies north with in there 21 of of buying back of he of with of of increase here for have of washington commodity held are like and of in board did of of spokesman mln not sources bond of government he units with of and of market of 3 in sold back cts and of with of stock mln in of of its for have of of be of and of in outstanding shr be final tender of of called and contracts ministers note that north significant mln pct dlrs
3,0.997255,3,the lt francs year reuter tariffs year lt plus francs year reuter joint year an which of on reuter were of on 1987 of dlrs vs reuter of trade vs of can lt issued year reuter of year lt plus issued year reuter london year an had of on reuter all were vs 1987 from stability s reuter from number s pct dlrs
3,0.991897,3,the lt division year reuter industrial year an billion of on reuter from of on shrs earnings 4 of 1988 reuter which of expect pct dlrs
4,0.470688,4,the of 45 profit move in 100 about minister and of for of get by of in this and growing of paris reported does plant of in of mln in get u past loss management said for of said of of by of still was of of could 5 of of 3 nine of a in june of 3 non of of 45 in of mln in get of by soviet of of 51 growing of paris reported of central a in conditions june of 7 of previously non of of white pct dlrs
11,0.925637,11,the of about policy a in 15 rate investment and from of s 000 its dlrs quoted s a in crude but federal of surplus available of of official said in during of of security in surplus loss of 13 international 23 is and had demand s 000 3 years investment 4 from is and trade francs s net mln january years said of japan of of 3 of it natural of or of in policy u department of vs 000 3 in credit that of u expect vs loss for plc japan co figures results of its interest subsidiary with 31 but net mln last pre 50 adding industry surplus available in figures with revs of s 000 with 31 but markets its meeting also s with 31 exchange of mln inc of it in earlier a 13 u of of and companies need shr or supply of and of quarter japan co its in 70 stock gold net mln 15 rate 13 and of of 3 of international industrial 4 is and billion tariffs s 000 3 years international issued dlrs is and from worth s 13 and expected investment billion dlrs is and from demand s 3 years did which is and billion countries s 13 and in has would international owned is and of vs 000 3 years investment dealers had is and of vs 13 and in of international industrial from is and of vs 000 3 years investment dlrs trade is and from 4 s net mln pct dlrs
4,0.999191,4,the of up mln not concern government member be in american 32 below of commercial of of 3 could profit as imports and nations of securities of for of previously this mln and will in of them of said of of reagan and bills east said in of last in this mln 1 traders and called in ended agreement in around ministry and completed off a of in council of mln in ended he bills 1 was partners 3 might and of 3 of at of 600 a in order of when of two mln at of of may a but of from barrels s 000 pct dlrs
4,0.953208,4,the for three minister by of number is said 6 of of up of 10 he nine at of that in of 1985 bond world and rise its 16 told dutch and of securities of of of i said in of minister that show three of week operating institute west 25 or for of said central by overall including 90 of its interest buy 3 inc said goods cts of of net mln for of of official reagan 36 of mln market bought due 8 of 3 could profit week in of 1 u of a of it rates income of 10 was in of of said ministry is said in 10 and of western and of was due of net mln 59 of 3 of of little 3 in of this of of added 6 of would oil of a reached reserves is expects said of 10 net six by in of of no japan of last 5 1986 policies japan within said in of 3 quotas of in of of investor paper of mln in of fall 1986 annual and of of export of of its high of this net as of of and of in this of mln told of high 26 last of no of bank and will of pct dlrs
3,0.989026,3,the use proposed rise year reuter rise year a 19 estimated think march inc ltd of rise pct dlrs
1,0.968319,3,the here or of said in has would seven time 60 however of it in but 18 of a vs of was of of many bpd bid of growth after with 4 of reuter 4 of have five bid of growth but with which of reuter which of have five 13 of with from of reuter from totalled have five 13 a exchange farm with from of reuter from of have five take 34 with 4 of reuter 4 of have five of a in exchange farm spending with 4 of reuter 4 of have five national bid march growth after of with from of reuter from of have five bid that march growth but with from of reuter from of have five 13 a but 18 spending with from of reuter from of have five exchange farm spending with of reuter of have five take 34 a but 18 with from of reuter from of have five exchange farm with from of reuter from of have five cuts a vs of of of bid what growth after with 4 reserves reuter 4 n have five bid what growth but with also industrial reuter also industrial have five 13 a but 18 spending with were distribution reuter were reflect have five 13 a exchange farm from 900 reuter from 900 have five of a vs of bid of growth after of with of reuter of have five bid of growth but with of reuter of have five friday of 28 but 18 from of reuter from of have five of a exchange farm with from of reuter from of have five 13 a but 18 spending with expect reuter expect have five 13 a exchange farm with of reuter of have five friday one vs of bid that of foreign after with from of reuter from profits have five bid that of foreign but with of reuter of have five 13 a but 18 with from of reuter from of have five 13 a exchange farm with from of reuter from of have five friday of of of german slightly bid of foreign after with of reuter of have five bid of foreign but with of reuter of have five 13 a but 18 spending with were 27 reuter were of have five 13 a exchange farm with were of reuter were of have five pct dlrs
3,0.987907,3,the lt company banking year reuter company countries year an company of on reuter company of on 1987 from 4 vs reuter from 4 vs 2 lt company directors year reuter company billion of 000 an company from which vs reuter from new vs 1987 were trade vs reuter were new vs some but an company trading grain of of said of on 000 3 of on 000 sold 43 cts there of profit pct dlrs
21,0.194192,20,the has would banks 65 sale period around 30 cts of and 47 cash of by he of has would tax february according period said interest of of statement daily said in have dlrs from billion avg american business mln produced usair of and bank cash below of 9 in record of said in output 7 9 in 100 k of of mln of of of accord of of in of daily statement cts two problem at of that statement cotton net many of share for proposal a of loss talks banks near bank 1986 of of of of that tax current of mln in 65 shr as of 1986 of yen of said in output of was of of a in japan co money more in approved of as officials it future other of shares acquire of mln net six general by short little according over will a it for of more in talks earlier loss stock or season in of said in statement daily of of cts by in output of of largest 3 shares of he just by record per or of of mln of profit 49 strike export of of two many by in shares cts of july office of 3 of of tax rates said in of of with in of of cotton of 3 of of of mln real 65 28 in 30 u of of it little per in key earlier a if taken per 3 of of a dollar of may 3 non their oil 1986 line of mln of of accord of of 25 cts 50 inc of by he of political deficit in of with are of of mln around of of and british rate has would tomorrow includes large cts two yesterday and will said office tax and in shares mln of of start american of of of likely of it 15 rate of over of for of a in of said little per agreement in around five of mln high held 66 it 15 rate exports cts financial against is sale of and for of a of of a in dollar of 65 range shr farmers in them nine currency of in producing of he will 1986 quota 25 cts for good nine a 15 rate of last quota cash nine cts of 7 for inc of certain of mln net mln by for of nine a 15 rate of of its not nine a of he will for of that third rate exports january by cts in 82 of a in third rate over of currently and for inc and corp is exports february of mln pct dlrs
3,0.808964,3,the lt company today year reuter they revs year an company of of reuter they of of 1987 were of of reuter also of of some so monday of one figures with 2 31 dlrs dlrs vs treasury prices trust is its for 2 11 3 conditions june figures which had s of options stocks rise is pct dlrs
3,0.999842,3,the 6 of 8 said another mln 1 03 after our effective with inc s 000 for dlr vs end nine agreement have 2 of 8 mln 1 agriculture at of excludes in main next of deposits a in 46 ec second when 3 in of of it second per 3 two main and of and at 24 of it decline and of of 87 in power our company limited it in 15 rate gain dollar growth international and of vs 000 its of vs 000 a in 2 unit rate in 8 mln grain of decline an said of it our effective of billion billion s 000 that dollar growth prices its billion new s 000 for 2 unit a of gas 15 rate now i of of mln deposits was european of of a decline of was in second barrel south and bank for of of senior that in power now of mln of said in power there report of of of of us of said asked 3 corn barrel of 3 of well its products shares of of mln 1 5 will of and of that in of said next of raise was target 7 interest provision included that in of 8 in 8 11 domestic 15 rate they investment and of from vs 000 its of which vs 000 for 2 unit pct dlrs
1,0.991569,1,the of recently supply of a in has would seven of of 3 our of oil of be for bundesbank industry increase of in set board said in includes program 3 of import of of of of of it of during 3 of report mln in here recently or month of be bundesbank of said of of of opec it national of 3 of 5 will value are 30 recently a of k of opec or two month of of mln 14 in time as 1986 officials cash transaction washington of in 34 said of 3 of program a k of cts month britain of net mln recently a our current he of will of with it around 09 adjusted net mln was in almost said does friday decline of a agreed 3 a of month of of mln net he of 1986 of in after adjusted opec of holdings net of 50 of and issue including with are pay net two mln national he 1986 will of it for agreed of month in of k opec pct dlrs
16,0.816525,4,the includes of profit mln at of rising of company's too of and higher agreement in securities said at of up most each and qtr for corn respectively said of of index of reporters of of of 3 of level one special of or ec of of 6 of of of of profit 3 6 of of 3 of since up he will special of pct dlrs
4,0.99793,4,the of of profit mln 1 41 for probably said of and co billion billion vs said at tonnes it rates of of profit 10 88 in around ministry off 1 mln in of tonnes making a in co or of with had raised 000 for 0 7 for rose marks said 1985 which vs 000 3 he will services acquisition that in first said of tonnes that in of heavy 1 mln of 26 he usda a 62 it with deal against should pct dlrs
3,0.999219,3,the of estimated lt 1985 year reuter union year an from signed on reuter inc vs 2 lt number year reuter from revs 000 an were profits on reuter economic billion vs some an trading our company of said countries year lt reuter sources year a rate 3 did year lt reuter paid year a 2 pct dlrs
3,0.952631,3,the lt they today year reuter company corp year an they of on reuter company of on 1987 meeting had vs reuter meeting trade vs of can lt they meeting year reuter they all year an they of on reuter they of on 1987 plans billion vs reuter plans new vs some can an trading of on 000 reuter 1988 on 000 its of texas pct dlrs
17,0.903548,17,the of june of up mln 1 officials not of of increases was in 100 second of minister and of for of january at days said of term industries june reserve few too in of june ago profit 69 company's mln of of that of of 3 ministers of for include and inflation forecast days a in recent stake talks of june of 7 of increases of 1 as as move it for of that in of of of june mln 1 5 of at of increases january in minister of at of it for of and inflation in reduce of days a at of 7 of are september a in of 24 february increases 3 of of must and of cents price inc in this mln in of increases of and of 9 of vs 000 for 2 deficit in of grain june may rights current are set of futures cts acquisition that of said 9 of vs of agreement not trade from which 2 federal of price from after of june mln in increases 5 nine in 69 rights current be 1985 of year april vs of and billion offering 000 april vs in this mln 1 of of and inflation forecast days a at of currency in split and through of a efforts today s 000 a of first of 3 oil 1986 us and higher 7 debt of days 1 of are of u acquisition that of price revs exchange capital said commission shr mln by department higher 7 debt of days 51 will of deficit for 24 february increases month in conditions june mainly loss for plc said of few it term industries june of june mln 1 as sales seen and revenues in economy first japan's it june of its of 80 and from 900 000 april vs of a only but its dlrs restructuring 000 april vs a price exchange in 69 mln of 80 above it worth is said at rose 00 june 60 are 2 pct dlrs
20,0.923253,19,the in k 8 mln with of leading pay 1 u respectively and based german of three since a in german assets out shares in power acquire of at reserve said german of three 10 3 16 announced shipment 56 11 a in of out shares previous mln in say u of with of agreed shares tax current shr share of that however it 86 and units of 12 3 short some of of pct dlrs
3,0.998587,3,the lt company union year reuter company production year an company of on reuter of from of on 1987 economic trade vs reuter countries which vs 2 lt company 1985 year reuter company sources year an company from of on reuter company from of on 1987 68 had vs reuter issued from vs pct dlrs
3,0.545463,16,the of western m profit mln 1 cts of it of of in next of said of of of 3 could between said paper in recent now march 1986 will term repurchase and bills of of a at french of of said tax of it no pay no of vs of said income next cts of of mln 1 cts of in of said of future of securities of and of 86 of it of 3 exports of was next m 3 of a in around against and today should pct dlrs
4,0.390006,31,the in of of government profit mln at of where of most holding for reduce of with trade 4 vs 000 and 60 where of and of profit it for market of 42 a of of of of mln 1 he of in of with at of 3 of of 3 believe he will approval be 54 pct dlrs
10,0.970804,10,the delivery cts 1986 under and companies both are 2 between said she their 3 99 take supplies during half delivery both up mln for this official week operating are he will in 15 pay a quarter other reserves should delivery as 1986 of both have 2 both 13 of of of been net mln in of their 28 in but 18 spending unchanged march cts 9 of on been of repurchase and units leading supplies are of was of exchange farm same said of on net mln in their average u sale and of of and quarter other were on of said of have 2 pct dlrs
3,0.996472,3,the lt 23 year reuter demand year an from of on reuter from of on may 23 trade vs reuter dlr which vs 2 lt offering year reuter because year an dlrs of on reuter of on may of from vs reuter before which vs shrs earnings dlrs of on reuter dlrs expect on pct dlrs
30,0.580511,34,the has committee option investment for ltd of interests services restructuring 1988 a march and for rose billion offering vs 7 revs were is said in of in of time mln a price interests services option investment be not of country plans effect and dlrs of vs 7 revs also is 1 mln in of of rose a march continue of of of investment for ltd of on and billion 04 vs 7 revs trade is its of dlrs meeting vs meeting billion is march u in of of proposal its for of have of said meeting were is in of time mln option as of and month against vs it in 15 pay a agreement against should in march average said restructuring on u in them 33 currency of oil 15 of a of of chairman of of mln rates of bank falling association economy of a system assets option 28 in weeks 2 net six in have pay in services rose said of u monetary against vs u what of 14 in of rose u have monetary are subsidiary a prior of pct dlrs
3,0.993728,3,the lt company inc consumers reuter they today year an company banking of reuter they of of of of of reuter of of rise avg lt they inc consumers reuter they today year an they today's of reuter they of of of of of reuter of of some in this u of its in of a unchanged exchange public estimated but an trading given european said reflect remain 000 7 17 year for 0 pct dlrs
3,0.972128,4,the of initial congress of of vs end reserve said for economic is finance a of of of profit of most cts for of say by group months of or yesterday and of since business mln in due a inc said of of of of of cts yesterday and debt stocks a monday 3 there shares 600 stock mln lending management said for of of 99 products of be months congress need a japan american of mln of of not accord was of of there profit a impact in due a of of for 99 below of be no business loss in of has would of of he selling of initial for of of 3 of gas of that of of de 1 of not press of said at sugar said completed billion s 000 stock mln of initial of he two nations of a securities of shr bank 1986 receive of prices a expected stock six in note stg in corp central of it for total total natural want a far of that due of of 26 shares iranian 3 of that 53 of initial cts payable them congress this 3 in of of of concern business mln in months terms full cts under and of in certain a price does of initial in 15 months initial congress below and higher for finance a for has would american below in of that japan sugar loss for of said months of sugar u results and dlr is its revs is have 2 currency f stock bank of prices sharp said japan bid 3 of and of interest of said japan money 3 of have 2 for of initial congress could industry u of and of come of government profit most of come of 3 of world 3 of 8 added of 27 vs 000 and tons for pipeline of a of of 3 could of mln months japanese of reached of 3 gatt of japanese a of last west months or workers it of of of net mln lending for of said action as of a investor 45 mln of of with declared of 3 could was for of term lower 3 of funds tax current of not press of and of a expected of a present 26 as of of was of months pact in of of of as had francs vs lower a pact of not set economy pact february said any and sources is net mln and of of present of 51 of of 3 40 of was american of shr or yesterday and of and expected was wheat of in term of of as of initial congress of of west of for 99 37 said market through a not of said press of it of that present 26 of mln pct dlrs
4,0.962516,4,the of of weather of 6 of loss mln 1 imports and higher sold within said for of half weather acquisition of believe m 3 he 20 for of finance a 1 and drop 3 of volume intervention 6 of gains of research and of at shares 600 a in of 99 of and of believe shares mln 1 imports was weather of of there 6 of loss and higher agreement of total is a interest of half of 6 of ago of of said of he west will of common in outstanding of be of have 30 was drop 3 of it for inc public finance a in of 6 of of 32 government added of four of in raise was drop 3 of have 30 of mln reached for of finance a of over of for of our september for of of mln in weather of of 5 west 20 for of finance a of and drop 3 of a in raise that of last reagan and of that american of said in outstanding of mln of 5 agricultural in corp of 32 and of a secretary 3 fall 1986 of for secretary still stg goods and of of largest into of of was of unemployment who of of ago cts acquisition a in of weather of said of 3 as not set france said before vs of of shr cts two of was drop 3 of it for 1985 is finance a in of of of 6 of has committee added of of and of believe of 32 or of of of exports other of of of pct dlrs
3,0.986588,3,the federal gain of growth lt company of year reuter company 250 year an company 4 of on reuter company 4 of on 1987 of which vs reuter total dlrs vs 16 down lt company from 23 000 reuter company from quoted 000 an company had of on reuter company were of on 1987 of had vs reuter of dlrs vs some sold 43 cts of ec 26 3 due profit pct dlrs
16,0.953518,16,the such level one per he mark however it conditions june of 1 and of shares 0 of and britain one four per of a but business mln in business mln by forecast exporters he will stake of a in non of said in output was good 3 99 second of conditions june of for show of and of in 0 said one of and of of by 1 of and in of of when have 2 of of not second of was 65 partners profit week operating not 35 profits on treasury april announced said of of of common in of shares with in of said conditions june have 2 four into one per of of mln of one per 47 association 1985 000 for consumer includes economy june per of and in of with for of billion revs and billion dlr 000 april vs of 5 will july of of 29 strike export said banks of with ec june import mln in economy of per with in 31 said dollar oil billion revs 000 april vs of operations was dlrs dealers 000 for 2 unit told showed conditions june and of totalled and remain s of options said however a in place second shares a in third 3 public rate after net mln a director and first of of he will not of of of second of and of and june of of 49 second of was better agreements up a market bought many of mln in of of a 90 of said in 46 ec of as member and for of prices said june of 3 future 5 will of and of of of are of of june it of may forecast of of for largest of and in of by conditions june of 5 will of 3 per of such excludes for scheduled proposal a of have 2 of 29 of by chief in of proposal canada said has would of figures over will of and their of deficit of 22 loss in of of shr of quarter of and will of a of k of of talks of near 29 mln in june credit u yesterday and reduce its against of of options a but and corp of of options a after last in credit 5 1986 equipment of soviet of of said 65 partners imports by in credit 5 of soviet of 14 june 76 march of a plant of reduced of a of 3 a in of has would not place of of of pct dlrs
16,0.998191,16,the in fourth firms cts of 12 of and filing one same 3 of before on of has would second declined of of mln for 12 european it market pressure 5 will management said for of and of from on of of of currently common of 3 mark take their be inc vs treasury for announced net mln in 12 of said pressure payments two will of of week 700 with in into loans soybean net mln in one when u of of of of 3 share sales of a in compared analysts used however 3 for america proposal a take their as of a for earlier a one years said inc vs treasury for announced a agreement in have because avg of mln of 51 will commodity and of in of a fiscal take second when 3 and of 3 nine fiscal second decided net mln in firms cts of and of of cocoa 3 of and of pressure 3 gulf are of trading of of of of agricultural not one news of shr or of it in compared analysts 3 of it in into net six pct dlrs
3,0.997693,3,the government lt industrial 04 lower reuter additional demand an plans of s reuter plans of s record 64 country's s reuter tariffs of s loan issued quoted s reuter statistics 04 s may of businesses s reuter of demand s some this levels it record 2 cts government lt product account lower an dividend s record systems s 3 may signed s pct dlrs
4,0.915133,4,the 6 of partners added mln 1 as of not of note was 6 of of added and nations 68 were vs of tonnes a in of of of could added 6 of would it of vs 000 of mln a for capital by 1 west of private of is said of from billion s tonnes pct dlrs
3,0.999655,3,the 6 market of government profit of of of added mln 1 it's at 15 state currency budget of said revs year april of of 0 3 of of 0 debt price 1985 ltd price trade in this mln in state of for market commission it in resources said of of market of 11 domestic they said of on 000 7 shareholders year for 0 it 15 rate gain dollar growth 1 mln 19 well oil 1986 of sale and in recent unchanged but ended said for 68 is finance a of of of added pct dlrs
4,0.496251,4,the of 8 added 6 of of cts plant and of at of loss payable stake of 8 loss for plc said at still was in of of 8 american business mln of acquisition of was of said financial owned also of lower of was of of for key of 8 was not 35 from private s 000 a of decline a members last chief in of prices of export of of week operating net cts of high 8 increased of of at 600 of will currently a 600 a 15 62 88 against should of mln a not of net mln by 14 in still he of revenues of of 3 of 1 he of of of of of a in impact of even de 1 as sales of of last american business or of that quota 3 insurance of in of he debt stocks no mln of march bank japan's letter canada it of of a of said in of power good of of of in still u quarter industries cents other of for of of of its of in business imports in 8 u of 1 as of of of in of since securities 3 of prices it take of last stock of in of said no said acquired of of officials of of and own of a 62 west lending of period said interest of mln of of added american accord of of 44 of deposits or of of that at say and of has would since securities be problem for 0 a ec due 8 of of 3 could of have 54 imports and debt 27 vs 000 it for all 4 is pipeline of a in 8 last it in pay supply with deal in 100 k world as of goods and co of 7 nine in securities stock issue was expects group in of prices cts of of that loss for of of between in decision u of other of under mln inc accord last of mln in say he debt stocks a pay has would of he support a in season secretary 3 january including told increased issue of of told department bank and of corp 7 against should 1986 soviet in of of of mln of cts two of and will of 9 following of common in since securities with hit of brazil said in since 3 co mainly payable of said in has would of of mainly of agency its due contract last in of stg in corp or of 3 of mln net of wheat of he of market of told balance and of market securities of of mln a no of forecast he will since us a no of agreements 8 us of in of said of told dutch soviet 22 recently of of he of that 22 take since securities loss of three little of 3 of of was of since could added a shr 1 of for today is 0 of mln net mln of cts of of 9 of in since securities qtly deficit at of of 8 company's of of of in terms full cts under and of of and since of said has would agency japanese small here for of washington it of said who of japanese a shr in of of for future other total is last of cts of and of of it for of washington that for of company's told usair dutch and qtr of told showed are he will of a corp 7 against should net mln agricultural group don't japanese of cts two of and of taiwan and of 3 key 3 of white and of of however its of securities net six in business mln of he bank and of for of said pay and of at stake talks of continue in still was of of of lending of sales of a at of mln of of more by lending for of said of 3 of financial 1 he will in around of reported told just january in of cts institute 7 of pct dlrs
25,0.236796,25,the in here of or turnover it price were we of of said about according of of of with of of of make plans of because with of of 4 with market bought market bought pct dlrs
3,0.992576,3,the lt product year reuter division year an industrial vs reuter additional vs 1987 1986 excludes rise down lt from point 000 reuter from sources 000 an of vs reuter of vs 1987 1986 excludes pct dlrs
19,0.36273,26,the for become be also on of of be in during of of as of of their a in while of said of of of of 3 of in of declined said in of of of of of week operating in become proposals with of and working of it such of 3 quarter 86 it in of 63 when in of of of in of basis and raise was in three last department january in of available interest of and of of and fiscal of of mln in three said export of of of of was of of of we at banks copper as mln in of become u management said for of and of 1 28 in of said president 29 export of of of plan of increase it for 17 announced industry of in three of of loss management said at exporters and of of period said for of banks of conference and december 8 of 300 he of not set revs is february of prices and production on is a exchange a director and in of become 9 from on of of reduction said in of of of of proposals for third announced said for of become a in shipments negotiations of and working it of of gross for part of mln pct dlrs
3,0.998673,3,the major lt company of year reuter company billion point 000 major an company billion of of reuter company were of of 1987 economic trade vs reuter countries 4 vs 2 major lt company ahead year reuter company billion industrial 000 major an company from of of reuter company 4 of of 1987 exploration were vs reuter joint billion vs some but position planned said all year april 0 a in british rate 3 40 said meeting year april 0 a in 2 pct dlrs
3,0.95924,3,the lt standard year reuter systems year an of new vs reuter of new vs may from raised s reuter of new vs pct dlrs
4,0.992416,4,the of disclosed added mln 1 of which 4 vs oper tonnes it plans is said of half 6 of of up said of of of of in ended for of official mln in this as were 4 vs tonnes income pct dlrs
9,0.34274,24,the in here of u of a in did of prices and of of increase of during of merger of of merger of of merger of merger of merger of of issue of during of of merger of of had new of of of trade 4 of of of of which which of pct dlrs
4,0.88092,4,the of profit mln 1 then raise that of of of of profit said of of in this of of of a in american of said in certain 1 mln of of value for america support a nil of a in probably said of 41 have five pct dlrs
19,0.966289,40,the in 8 said expected of a in shares and of and of in of earlier more britain offer reached be of western reuters mln in december 8 house for of futures said monday with financial of revs lower stock mln pct dlrs
3,0.778412,3,the of of 6 of of mln 1 u of for corp it inc 0 strong 3 in september a prior said for market of said japan of tonnes was gas of 58 loss management said for of and of in this in certain shr of of three paris he mark in of said japan of 58 of a in of government and dividend 4 is its production is of mln not given board said of world value in of said shareholder marketing tonnes basis and japan of was inc of said for of institute april 0 with led of 10 of said inc of said of tonnes 3 inc said marketing tonnes pct dlrs
3,0.979969,3,the an economic of on reuter were of on rise down an dealers billion vs reuter 1985 dlrs vs some this cts half be for of said who japanese pct dlrs
4,0.991483,4,the of of up mln 1 bill of among profit for of of order of this it oper 10 of nil oil 1986 73 of of a corn barrel of among 1 as country's of with at of of 17 of of a in of 3 inc a market bought pct dlrs
4,0.999995,4,the includes order among profit mln 1 imports and nations of of of of 6 of additional is finance a 65 of up includes order mln 1 each and september barrels vs 000 a today 2 of of of and reserve in dlrs of of tonnes said 65 of its of of said in value council must and of paris cts under a of what 1 mln in of he of not press february said tax agreement at assets was for had dlrs is of economy february 3 he will of common includes order oper 10 with production 000 for 0 1 mln of of mln at 65 of due 50 of of at securities of of as previously not tax a 65 of currency of four 1 of 86 it 65 of and based of order through up a unchanged but 65 of mln 1 producer and gold at of discontinued pct dlrs
4,0.996062,4,the of of profit mln 1 as of common for probably said of was for pipeline of of be of of of 3 of of and of of common for of and will of be of of mln a in still expects 0 said in recent 10 5 will of with in vice of common of 1985 000 a agreed 7 for of said revs 000 a agreed 3 for most said since continue oper 10 of mln in nil or must and in of by of of western 5 china for of said ministry is said in of plus 10 said in market of of mln of 3 at of western 5 of total vs 000 and based in since of in market of reporters said since of its in still a in crude of 3 with in crude first loss in this buy of mln in say cts must and of said of note 3 paris be of buy loss canadian loss of prices and profits vs 000 a next 53 of week of 1 of by 1 increased growing of it are 53 pct dlrs
3,0.981151,3,the state that but securities equity with revs eight april of 0 this two agriculture state said meeting eight it market of tonnes shr oil past have 2 some this as mln they he of exchange subsidiary chief of said of vs eight of was of mths of government an they a exchange u of vs eight of this an u of vs eight recent sold 43 cts of of 6 of come pct dlrs
3,0.998034,3,the estimated of than growth lt inc end reuter reflect year an meeting also vs reuter trade of on 16 down lt from saying 000 reuter from exploration 000 an dividend trade vs reuter because trade vs some sold 43 said 8 cts october 100 pact 3 our import pct dlrs
2,0.957703,2,the in of during statement up house inc 7 of corp were on 92 of said of of of of of of with at of one news sell increase it of 1985 of 1985 rice with of 000 april 92 of previous mln pct dlrs
6,0.993515,6,the of profit mln their he usda of markets with at of of morning details qtly soviet 1 increased of of in details january 1 of and overall in details basis 1 5 higher 17 7 today avg reported 1 over of sold their this official of of mln in of over higher its for response off and germany prime last 5 1986 will quarter of of mln four 1 of their 1 each and of in details with 9 inc public said in of addition on been set of figure in of shr of of 3 of of period final tender of management said in of might of of mln inc of u of 3 go of oil of of it 9 did of reported supply of of period pct dlrs
3,0.990421,3,the lt merger reuter company countries year an from of on reuter company division also vs 1987 from billion s reuter from from s shrs earnings of which vs reuter of were vs rise down lt they economic year reuter they go year an they paid trade vs reuter of 4 vs 1987 dlrs which of reuter dlrs trade s shrs earnings of billion vs reuter of also vs some after of estimated trading of were vs 000 it taking report shr trading for today's vs 000 more 12 40 that united said recent due a of of payment of after of estimated 3 rise down an trading for company said of vs 000 7 of year for 0 it then report 3 account vs 000 7 dlr year for 0 it given 40 but of estimated 3 rise down an trading for company said ahead vs 000 7 production year for 0 its taking report unemployment it of of days a of 32 united said key of securities 3 of of of after rise down an two trading for company said of vs 000 its then report sale and of said energy long united said of of securities after given of said account from vs 000 of and of its 72 has would of of its of of said of profit of securities a of 19 and at ended be of but of estimated 3 rise down an two trading a then report for company said paid vs 000 its of of of be for august vs 000 40 its of of said of was 65 24 pct dlrs
3,0.996809,3,the lt addition year reuter 39 year an production trade vs reuter countries also vs 1987 of had vs reuter of trade vs shrs earnings demand also vs reuter dlr had vs some 19 2 lt of it prior but corp it inc 10 strong pct dlrs
3,0.990958,3,the of of 45 profit mln 1 5 further of until it in 15 rate said budget after contracts than growth in this of an div said of on 000 7 dividend year april 0 that several said revs billion vs 000 pct dlrs
3,0.763055,4,the 6 of up mln 1 of was in since 3 co minister it not city corn respectively said billion had vs tonnes said 10 in this mln in respectively cts under and will officials a of 7 final price with for first said economic and 1985 000 for 0 1 mln of of of profit 3 of since up or of in respectively in this cts free of on tonnes 3 billion of on tonnes or supply 75 be of of its in respectively he making and present exports 3 press already said of 3 of in this of of of of dollars a production analysts pct dlrs
3,0.999522,3,the major lt of year reuter of year major an trade of on reuter trade of on 1987 of new vs reuter of which vs shrs earnings also of on reuter also of on some an position then report for 40 said which of on 000 7 total year for 0 reuter for company said of on 000 7 500 year for 0 but an trading planned said of on 000 its of said due 12 b this of exchange 2 april 0 loan an a of shr of of than revs pct dlrs
19,0.997322,19,the of outstanding was in into 8 3 there very present of that for american of of bank of common of that in september said quotas of not industry of mln in of said of shr cts of be in of compared includes of of of security industry fell loss holdings in of 3 into 8 share of and south 53 quotas of 3 oil of in three and of insurance 1 of and debt it goods export of of of and of of of have only a 55 was of of last in say revenue of of per and of of 3 member and of a shr 1985 produced oil of in of oil notes of loss management said of and of in of last stock or 35 and industries in three 9 27 vs of april 2 in of said of mln producers while september a in going record outstanding was in of 3 into 8 u in of said of japan co of in december power of of said japan co and in asked barrel as sales of currency in 31 said dollar of of and of markets in february said of 3 of of a in co february in of of and financial 1985 april offer month in of ago of received is said at marks a because avg general currency in 31 said dollar 1 as sales of and for computer february said rise april offer contract fell mln of u of be in into 8 3 of and of at value of said all total of april offer that in of of of in of of conference and in of said of in of of member be of england it of of of cts sale and of at outstanding was in three that of that than owned in of of of a of that if dealers 3 at outstanding was in three bank commodity of other under pct dlrs
4,0.998026,4,the of 45 profit mln 1 approval in reserve said rates of profit 6 of oper tonnes it at dealers dlr 000 april 0 agreed sell 20 by gain of 23 after in reserve of of of 11 increase of vs 000 month for european note was of 45 european profit 3 in 8 said of of 3 not whether of vs 000 its of officials it of 3 at company's deficit of of 3 of loss for plc said in sell 20 of mln 1 he china of 900 is said in income tonnes said of in this mln for still said of 3 for company's said of he will approval reported of march pct dlrs
11,0.513792,28,the in rights european of of as of all new vs 000 a european of energy of it may said has would of of 3 had new vs 000 a of it of of and nine of that may said has would of of and of in has would seven time mln in acquire u commodity with in of said of during about of it of 3 of 3 of in 55 it of of and of 3 in 55 it of of its 1985 new vs 000 and trade new vs 000 in time mln in of 55 it may said of of as sales results its dlr new vs 000 and joint new vs 000 1 mln pct dlrs
3,0.506631,3,the of of of of 6 of of mln 1 producer for inc it all 58 september with 1988 is said of marks and mark 9 total vs losses market products in 58 september 5 bank for of marks and buy said of of losses april of 0 3 barrels april of 0 of u two research seeking of it profits on market of of said for of marks said before losses ministers 58 it buy and currently secretary of 7 of of 7 it group of of 27 of shareholder of of 5 will strong today it inc in strong 5 of in of said in of of start measures of of week for open close in market of tonnes 5 will of with from 27 losses operations was for of first have range said dlrs of that in of 10 co 14 in of tonnes 5 will past with 1988 losses we for shares first said feet pct dlrs
